action_plays,espn_game_id,espn_player_id,first_name,home_away,last_name,opponent,opposition_score,pass_EPA,penalty_EPA,qb_score,raw_QBR,run_EPA,sack_EPA,team_name,total_EPA,total_QBR,week,won_lost,year
47,333640059.0,500990,Bo,away,Wallace,GT,17,5.5,0.4,25,91.3,7.2,-1.1,MISS,12.0,91.6,bowl,W,2013
49,333392132.0,511614,Teddy,away,Bridgewater,CIN,24,7.4,0.4,31,86.3,5.6,-2.4,LOU,11.0,91.6,15,W,2013
24,332850251.0,501941,Case,home,McCoy,OKLA,20,3.9,0.1,36,80.8,0.0,0.0,TEX,3.9,91.6,7,W,2013
25,333062509.0,512838,Braxton,away,Miller,PUR,0,4.8,-0.1,56,93.0,0.3,0.0,OSU,5.0,91.6,10,W,2013
41,333650103.0,530824,B.J.,away,Denker,BC,19,5.7,1.2,42,91.6,1.4,-0.4,ARIZ,7.8,91.6,bowl,W,2013
54,333060026.0,550278,Sefo,away,Liufau,UCLA,45,8.0,1.1,23,83.4,-1.0,-0.2,COLO,8.0,91.5,10,L,2013
40,333200145.0,500990,Bo,home,Wallace,TROY,21,6.6,-0.6,51,96.5,4.8,0.0,MISS,10.8,91.4,12,W,2013
51,332572579.0,504292,Connor,home,Shaw,VAN,25,5.0,-0.1,35,84.9,2.4,0.0,SC,7.3,91.4,3,W,2013
33,333340002.0,550021,Nick,home,Marshall,ALA,28,2.4,0.0,34,76.5,5.2,-2.3,AUB,5.3,91.3,14,W,2013
36,333270152.0,500938,Shane,away,Carden,NCST,28,8.1,0.0,42,91.0,0.1,-0.5,ECU,7.7,91.3,13,W,2013
34,332570012.0,530824,B.J.,home,Denker,UTSA,13,2.4,-0.2,38,95.1,5.5,-0.2,ARIZ,7.6,91.3,3,W,2013
38,333340002.0,480215,AJ,away,McCarron,AUB,34,6.0,-0.4,28,78.9,1.5,-0.6,ALA,6.5,91.2,14,L,2013
62,333260023.0,480550,David,home,Fales,NAVY,58,17.5,-0.1,52,94.5,1.4,-0.3,SJSU,18.5,91.2,13,L,2013
40,333130012.0,511982,Brett,away,Hundley,ARIZ,26,7.7,-0.2,31,84.1,3.5,-2.8,UCLA,8.2,91.1,11,W,2013
57,333340130.0,501543,Devin,home,Gardner,OSU,42,11.2,0.1,41,88.2,4.1,-2.1,MICH,13.2,91.1,14,L,2013
34,333202483.0,511459,Marcus,home,Mariota,UTAH,21,9.1,0.1,44,87.3,-0.0,-2.4,ORE,6.9,90.9,12,W,2013
42,332432628.0,480251,Zach,away,Mettenberger,TCU,27,7.1,0.5,37,77.3,0.6,-1.3,LSU,6.9,90.9,1,W,2013
51,333340356.0,500419,Trevor,away,Siemian,ILL,34,14.6,-0.0,37,92.8,0.8,-0.6,NW,14.8,90.8,14,W,2013
39,332640135.0,480550,David,away,Fales,MINN,43,6.1,-0.0,24,86.7,0.0,0.0,SJSU,6.1,90.8,4,L,2013
44,332570158.0,511982,Brett,away,Hundley,NEB,21,6.4,-0.1,41,78.4,1.5,-1.5,UCLA,6.3,90.7,3,W,2013
41,332570251.0,500990,Bo,away,Wallace,TEX,23,4.6,-0.1,44,81.2,2.9,0.0,MISS,7.3,90.7,3,W,2013
25,332920087.0,500923,Thomas,home,Rees,USC,10,5.1,0.1,14,72.5,0.0,-1.8,ND,3.5,90.7,8,W,2013
